otu	sim	del	ins	mis	len	score	hit
3286	denovo4470	76.06	13	12	43	284	458.5	F110_AJ291526
3287	denovo4526	75	11	10	50	284	458.5	F110_AJ291526
3288	denovo1916	73.94	12	12	50	284	458.5	F110_AJ291526
3289	denovo1947	71.48	16	11	54	284	458.5	F110_AJ291526
3290	denovo1195	74.91	14	9	49	287	458.5	B5a_AF499782
3291	denovo2066	72.24	17	13	53	299	458.5	F3.2_AM748567
3292	denovo896	72.91	16	11	54	299	458.5	F3.2a_AM748568
3293	denovo1645	72.58	15	13	54	299	458.5	F3.2_AM748567
3294	denovo2024	72.58	15	13	54	299	458.5	F3.2_AM748567
3295	denovo2572	72.58	15	13	54	299	458.5	F3.2_AM748567
3296	denovo4783	72.58	15	13	54	299	458.5	F3.2_AM748567
3297	denovo815	72.24	15	13	55	299	458.5	F3.2_AM748567
3298	denovo3177	72.91	14	10	57	299	458.5	F3.2a_AM748568
3299	denovo4424	76.64	12	16	43	304	458.5	F3.1_AM748565;F114_AJ291525
3300	denovo119	81.37	10	14	33	306	458.5	I3_FN561561
3301	denovo5419	74.18	17	12	50	306	458.5	I1_FN561559
3302	denovo4485	76.14	9	10	54	306	458.5	I3_FN561561
3303	denovo1431	74.51	17	13	35	255	459	A113_AF184948
3304	denovo1290	73.73	19	11	37	255	459	A113_AF184948
3305	denovo2771	72.94	16	6	47	255	459	A112_AF184949
3306	denovo1866	74.02	16	11	46	281	459	F4.4a_AM748583
3307	denovo4569	74.02	16	11	46	281	459	F4.4a_AM748583
3308	denovo1523	76.41	14	14	39	284	459	F110_AJ291526
3309	denovo5471	76.76	14	10	42	284	459	F110_AJ291526
3310	denovo4798	76.06	12	14	42	284	459	F110_AJ291526
3311	denovo3169	76.76	13	9	44	284	459	F110_AJ291526
3312	denovo3483	75	14	9	48	284	459	F110_AJ291526
3313	denovo1606	74.3	12	13	48	284	459	F110_AJ291526
3314	denovo5516	75.35	9	11	50	284	459	F110_AJ291526
3315	denovo866	73.94	13	11	50	284	459	F110_AJ291526
3316	denovo2760	73.59	13	11	51	284	459	F110_AJ291526
3317	denovo871	74.83	11	11	52	294	459	F102_AJ291534
3318	denovo3630	72.79	13	13	54	294	459	F5.1_AM748592;F5.1b_AJ291535
3319	denovo2683	73.81	9	11	57	294	459	F5.1b_AJ291535
3320	denovo276	71.77	11	10	62	294	459	F5.1a_AM748591
3321	denovo539	70.75	11	13	62	294	459	F5.1d_JN558069
3322	denovo2003	77.29	13	13	41	295	459	F3.3_AM748569
3323	denovo4708	75.25	12	14	47	295	459	F3.4b_AM748616
3324	denovo2488	78.93	14	12	37	299	459	F3.2_AM748567
3325	denovo1227	77.93	11	13	42	299	459	F3.2_AM748567
3326	denovo2284	77.93	11	13	42	299	459	F3.2_AM748567
3327	denovo5407	75.92	15	13	44	299	459	F3.2a_AM748568
3328	denovo3777	74.58	10	14	52	299	459	F3.2a_AM748568
3329	denovo566	74.25	14	10	53	299	459	F3.2_AM748567
3330	denovo4106	74.92	10	11	54	299	459	F3.2a_AM748568
3331	denovo4843	78.1	15	15	37	306	459	I2_FN561560
3332	denovo5574	75.7	16	9	36	251	459.5	A116_AF183575
3333	denovo4645	75.3	13	10	39	251	459.5	A116_AF183575
3334	denovo5347	73.73	17	6	44	255	459.5	A112_AF184949
3335	denovo28	75.35	13	12	45	284	459.5	F4.8b_AM748590
3336	denovo2289	71.48	15	11	55	284	459.5	F110_AJ291526
3337	denovo4030	71.48	15	11	55	284	459.5	F110_AJ291526
3338	denovo2764	72.11	11	10	61	294	459.5	F5.1_AM748592
3339	denovo4921	78.31	13	16	35	295	459.5	F3.4b_AM748616
3340	denovo4396	78.26	14	10	41	299	459.5	F3.2_AM748567
3341	denovo492	74.58	12	12	52	299	459.5	F3.2_AM748567
3342	denovo3246	73.58	9	12	58	299	459.5	F3.2a_AM748568
3343	denovo3685	78.95	13	16	35	304	459.5	F3.1_AM748565;F114_AJ291525
3344	denovo3038	76.64	14	17	40	304	459.5	F3.1_AM748565;F114_AJ291525
3345	denovo642	75.33	16	11	48	304	459.5	F3.1_AM748565;F114_AJ291525
3346	denovo4645	74.67	12	15	50	304	459.5	F3.1a_AM748566
3347	denovo4645	74.01	13	14	52	304	459.5	F3.1_AM748565;F114_AJ291525
3348	denovo3724	73.68	13	13	54	304	459.5	F3.1_AM748565;F114_AJ291525
3349	denovo2811	82.03	9	10	36	306	459.5	I4_FN561562;I3_FN561561
3350	denovo2617	77.45	13	10	46	306	459.5	I1_FN561559
3351	denovo4614	74.51	11	14	53	306	459.5	I1_FN561559
3352	denovo3349	73.86	13	12	55	306	459.5	I1_FN561559
3353	denovo5308	75.2	18	10	34	250	460	A11_EU449041
3354	denovo3983	75.7	13	8	40	251	460	A16_EU792888
3355	denovo3256	73.73	19	10	38	255	460	A113_AF184948
3356	denovo3954	76.47	11	11	38	255	460	A1.1/A13_AF333504
3357	denovo4370	73.73	18	11	38	255	460	A113_AF184948
3358	denovo3954	71.76	15	7	50	255	460	A113_AF184948
3359	denovo3954	76.26	12	12	37	257	460	A2_AF333506
3360	denovo1048	71.89	14	12	53	281	460	F4.1a_AM748573
3361	denovo2165	76.6	16	13	37	282	460	F4.4_AM748582
3362	denovo3717	76.6	16	13	37	282	460	F4.4_AM748582
3363	denovo1675	76.76	16	12	38	284	460	F110_AJ291526
3364	denovo4601	76.41	14	11	42	284	460	F110_AJ291526
3365	denovo387	76.76	11	11	44	284	460	F110_AJ291526
3366	denovo1407	76.76	12	9	45	284	460	F110_AJ291526
3367	denovo3899	75	11	14	46	284	460	F110_AJ291526
3368	denovo4348	74.3	11	11	51	284	460	F110_AJ291526
3369	denovo2655	73.94	11	12	51	284	460	F110_AJ291526
3370	denovo5504	72.89	12	13	52	284	460	F110_AJ291526
3371	denovo76	74.49	11	9	55	294	460	F5.1a_AM748591;F5.1_AM748592;F5.1b_AJ291535
3372	denovo564	71.09	10	11	64	294	460	F102_AJ291534
3373	denovo2096	77.59	13	10	44	299	460	F3.2a_AM748568
3374	denovo1573	76.92	9	15	45	299	460	F3.2a_AM748568
3375	denovo4521	74.25	14	12	51	299	460	F3.2a_AM748568
3376	denovo2679	74.25	12	14	51	299	460	F3.2a_AM748568
3377	denovo3974	73.91	13	12	53	299	460	F3.2_AM748567
3378	denovo753	73.91	13	12	53	299	460	F3.2_AM748567
3379	denovo2766	73.58	14	9	56	299	460	F3.2_AM748567
3380	denovo3197	76.32	16	13	43	304	460	F3.1_AM748565;F3.1a_AM748566;F114_AJ291525
3381	denovo2714	75.99	15	11	47	304	460	F3.1_AM748565;F114_AJ291525
3382	denovo3675	73.68	17	10	53	304	460	F3.1_AM748565;F114_AJ291525
3383	denovo4729	73.68	17	10	53	304	460	F3.1_AM748565;F114_AJ291525
3384	denovo965	72.37	14	13	57	304	460	F3.1_AM748565;F114_AJ291525
3385	denovo1152	78.76	18	11	36	306	460	I2_FN561560
3386	denovo3098	75.16	17	13	46	306	460	I1_FN561559
3387	denovo771	75.49	10	17	48	306	460	I3_FN561561
3388	denovo5459	75.82	12	13	49	306	460	I4_FN561562
3389	denovo361	74.51	14	11	53	306	460	I1_FN561559
3390	denovo4465	74.51	14	11	53	306	460	I1_FN561559
3391	denovo1841	72.55	15	13	56	306	460	I3_FN561561
3392	denovo221	75.16	10	9	57	306	460	I3_FN561561
3393	denovo3755	73.2	15	10	57	306	460	I1_FN561559
3394	denovo3405	71.24	11	14	63	306	460	I4_FN561562
3395	denovo2191	74.1	16	9	40	251	460.5	A141_EU074931;A116_AF183575;A145_EU074935
3396	denovo1591	73.31	15	9	43	251	460.5	A116_AF183575
3397	denovo640	73.31	15	9	43	251	460.5	A116_AF183575
3398	denovo3157	72.94	19	7	43	255	460.5	A113_AF184948
3399	denovo5341	75.39	14	8	41	256	460.5	A101_AF427468
3400	denovo2300	74.73	17	7	47	281	460.5	F112_AJ291528;F4.1_AM748572
3401	denovo1157	76.76	12	12	42	284	460.5	F110_AJ291526
3402	denovo3615	76.41	12	11	44	284	460.5	F110_AJ291526
3403	denovo4001	74.65	14	13	45	284	460.5	F110_AJ291526
3404	denovo4975	76.76	8	11	47	284	460.5	E110_EU074914
3405	denovo3894	74.3	12	12	49	284	460.5	F110_AJ291526
3406	denovo2600	72.54	14	12	52	284	460.5	F110_AJ291526
3407	denovo2940	72.54	14	12	52	284	460.5	F110_AJ291526
3408	denovo2711	72.54	13	11	54	284	460.5	F110_AJ291526
3409	denovo1546	78.91	10	13	39	294	460.5	F5.2e_AJ291533
3410	denovo719	78.91	10	13	39	294	460.5	F5.2e_AJ291533
3411	denovo3199	75.85	13	12	46	294	460.5	F5.2f_AJ291512
3412	denovo432	75.85	13	12	46	294	460.5	F5.2f_AJ291512
3413	denovo2226	74.15	16	13	47	294	460.5	F5.1a_AM748591;F5.1b_AJ291535
3414	denovo2553	74.15	16	13	47	294	460.5	F5.1a_AM748591;F5.1b_AJ291535
3415	denovo462	75.51	9	11	52	294	460.5	F102_AJ291534
3416	denovo256	74.83	6	11	57	294	460.5	F5.2e_AJ291533
3417	denovo2443	71.09	8	12	65	294	460.5	F102_AJ291534;F5.2f_AJ291512
3418	denovo1752	73.9	20	11	46	295	460.5	F3.4b_AM748616
3419	denovo3962	73.9	20	11	46	295	460.5	F3.4b_AM748616
3420	denovo4191	73.9	20	11	46	295	460.5	F3.4b_AM748616
3421	denovo4456	78.26	11	12	42	299	460.5	F3.2_AM748567
3422	denovo5324	75.25	16	10	48	299	460.5	F3.2_AM748567
3423	denovo3491	73.58	12	13	54	299	460.5	F3.2a_AM748568
3424	denovo5294	71.91	14	9	61	299	460.5	F3.2a_AM748568
3425	denovo3694	73.68	16	11	53	304	460.5	F3.1_AM748565;F114_AJ291525
3426	denovo4078	73.68	13	12	55	304	460.5	F3.1_AM748565;F114_AJ291525
3427	denovo462	72.7	13	11	59	304	460.5	F3.1_AM748565;F114_AJ291525
3428	denovo1979	73.86	10	13	57	306	460.5	I4_FN561562;I3_FN561561
3429	denovo4612	73.86	10	13	57	306	460.5	I4_FN561562;I3_FN561561
3430	denovo2606	72.88	11	10	62	306	460.5	I1_FN561559
3431	denovo5413	72.88	11	10	62	306	460.5	I1_FN561559
3432	denovo3305	72.88	11	9	63	306	460.5	I3_FN561561
3433	denovo3566	72.88	11	9	63	306	460.5	I3_FN561561
3434	denovo4463	78.97	16	7	30	252	461	A121_DQ174722
3435	denovo5170	78.97	16	7	30	252	461	A121_DQ174722
3436	denovo4874	79.22	13	8	32	255	461	A112_AF184949
3437	denovo1694	74.51	19	9	37	255	461	A113_AF184948
3438	denovo4388	76.08	12	12	37	255	461	A113_AF184948
3439	denovo1719	74.02	18	12	43	281	461	F112_AJ291528;F4.1_AM748572
3440	denovo4207	74.38	16	12	44	281	461	F4.4a_AM748583
3441	denovo5102	77.11	16	8	41	284	461	F110_AJ291526
3442	denovo3861	76.06	14	13	41	284	461	F110_AJ291526
3443	denovo2636	76.41	13	11	43	284	461	F110_AJ291526
3444	denovo3916	75.35	15	12	43	284	461	F110_AJ291526
3445	denovo1141	75.35	13	13	44	284	461	F110_AJ291526
3446	denovo1761	75.35	13	13	44	284	461	F110_AJ291526
3447	denovo2594	74.65	10	12	50	284	461	F110_AJ291526
3448	denovo5563	73.94	11	12	51	284	461	F110_AJ291526
3449	denovo667	76.53	18	9	42	294	461	F5.1_AM748592;F5.1b_AJ291535
3450	denovo1252	76.53	14	13	42	294	461	F5.1b_AJ291535
3451	denovo2050	75.85	12	12	47	294	461	F5.2f_AJ291512
3452	denovo2071	74.49	12	11	52	294	461	F5.1_AM748592
3453	denovo1684	77.63	8	13	45	295	461	F3.4a_AM748571
3454	denovo4551	77.63	8	13	45	295	461	F3.4a_AM748571
3455	denovo109	74.92	14	12	48	295	461	F3.4b_AM748616
3456	denovo1569	77.26	12	13	43	299	461	F3.2a_AM748568
3457	denovo3504	77.26	12	13	43	299	461	F3.2a_AM748568
3458	denovo1098	73.91	15	10	53	299	461	F3.2_AM748567
3459	denovo1424	73.91	15	10	53	299	461	F3.2_AM748567
3460	denovo228	73.91	15	10	53	299	461	F3.2_AM748567
3461	denovo3206	73.91	15	10	53	299	461	F3.2_AM748567
3462	denovo4744	73.91	15	10	53	299	461	F3.2_AM748567
3463	denovo2507	75.82	12	12	50	306	461	I3_FN561561
3464	denovo2780	75.82	12	12	50	306	461	I3_FN561561
3465	denovo1482	73.31	14	9	44	251	461.5	A116_AF183575
3466	denovo5141	76.86	15	12	32	255	461.5	A113_AF184948
3467	denovo4711	76.08	17	11	33	255	461.5	A12_EU792883
3468	denovo1985	76.86	14	12	33	255	461.5	A107_AB207199
3469	denovo2252	72.94	18	12	39	255	461.5	A113_AF184948
3470	denovo1091	71.76	18	8	46	255	461.5	A113_AF184948
3471	denovo1274	71.76	18	8	46	255	461.5	A113_AF184948
3472	denovo5033	71.76	18	8	46	255	461.5	A113_AF184948
3473	denovo4835	74.61	12	10	43	256	461.5	A136_DQ865210
3474	denovo5239	74.38	9	12	51	281	461.5	F112_AJ291528;F4.1_AM748572
3475	denovo2543	71.89	12	9	58	281	461.5	F112_AJ291528
3476	denovo1877	76.06	16	10	42	284	461.5	F4.8b_AM748590
3477	denovo56	76.41	14	11	42	284	461.5	F110_AJ291526
3478	denovo3255	75.35	15	9	46	284	461.5	F109_AJ291527
3479	denovo1502	73.94	14	11	49	284	461.5	F110_AJ291526
3480	denovo3992	73.24	11	12	53	284	461.5	F109_AJ291527
3481	denovo938	71.83	15	12	53	284	461.5	F110_AJ291526
3482	denovo2619	77.21	11	13	43	294	461.5	F5.1_AM748592
3483	denovo1214	75.51	14	13	45	294	461.5	F5.1b_AJ291535
3484	denovo5315	75.51	14	13	45	294	461.5	F5.1b_AJ291535
3485	denovo652	75.51	14	13	45	294	461.5	F5.1b_AJ291535
3486	denovo2619	75.85	12	12	47	294	461.5	F5.1a_AM748591
3487	denovo1759	76.19	11	10	49	294	461.5	F102_AJ291534;F5.2f_AJ291512
3488	denovo179	73.13	15	13	51	294	461.5	F5.1d_JN558069
3489	denovo4559	73.13	15	13	51	294	461.5	F5.1d_JN558069
3490	denovo5524	73.13	12	13	54	294	461.5	F5.1d_JN558069
3491	denovo3299	73.9	19	11	47	295	461.5	F3.4b_AM748616
3492	denovo3344	73.9	17	12	48	295	461.5	F3.4_AM748570;F3.4b_AM748616
3493	denovo4691	73.9	17	12	48	295	461.5	F3.4_AM748570;F3.4b_AM748616
3494	denovo5456	76.59	13	14	43	299	461.5	F3.2a_AM748568
3495	denovo5107	74.58	13	11	52	299	461.5	F3.2_AM748567
3496	denovo1850	72.91	10	14	57	299	461.5	F3.2a_AM748568
3497	denovo4576	77.96	12	16	39	304	461.5	F3.1_AM748565;F3.1a_AM748566;F114_AJ291525
3498	denovo517	77.3	15	13	41	304	461.5	F114_AJ291525
3499	denovo4544	77.78	11	11	46	306	461.5	I4_FN561562
3500	denovo3352	74.51	14	15	49	306	461.5	I1_FN561559
3501	denovo5307	73.53	12	14	55	306	461.5	I4_FN561562
3502	denovo175	73.86	9	13	58	306	461.5	I4_FN561562;I3_FN561561
3503	denovo4052	75.29	17	10	36	255	462	A113_AF184948
3504	denovo5014	75.69	14	10	38	255	462	A104_AB207203
3505	denovo864	75.69	14	10	38	255	462	A104_AB207203
3506	denovo4480	74.22	14	10	42	256	462	A136_DQ865210
3507	denovo334	74.47	15	11	46	282	462	F4.4_AM748582
3508	denovo4287	77.82	13	15	35	284	462	B30_GU907644
3509	denovo2812	77.46	13	13	38	284	462	F110_AJ291526
3510	denovo197	78.17	14	7	41	284	462	B23_EU449079
3511	denovo4181	78.17	14	7	41	284	462	B23_EU449079
3512	denovo1622	75.7	13	15	41	284	462	F110_AJ291526
3513	denovo2204	75.35	15	10	45	284	462	F110_AJ291526
3514	denovo951	74.65	17	9	46	284	462	F109_AJ291527
3515	denovo2981	75	13	11	47	284	462	F110_AJ291526
3516	denovo3942	75	13	11	47	284	462	F110_AJ291526
3517	denovo1292	73.59	12	11	52	284	462	F109_AJ291527
3518	denovo4962	76.95	12	14	42	295	462	F3.4b_AM748616
3519	denovo2918	77.93	11	13	42	299	462	F3.2a_AM748568
3520	denovo2164	77.59	12	12	43	299	462	F3.2_AM748567
3521	denovo5499	77.26	12	12	44	299	462	F3.2a_AM748568
3522	denovo3423	77.26	11	13	44	299	462	F3.2a_AM748568
3523	denovo197	76.59	12	12	46	299	462	F3.2a_AM748568
3524	denovo3627	74.92	17	10	48	299	462	F3.2a_AM748568
3525	denovo4987	74.92	17	10	48	299	462	F3.2a_AM748568
3526	denovo1038	74.92	16	11	48	299	462	F3.2_AM748567
3527	denovo801	77.3	11	12	46	304	462	F3.1_AM748565;F114_AJ291525
3528	denovo53	74.01	14	10	55	304	462	F3.1_AM748565;F114_AJ291525
3529	denovo2147	79.08	16	14	34	306	462	I2_FN561560
3530	denovo3576	79.08	16	14	34	306	462	I2_FN561560
3531	denovo4876	75.7	12	11	38	251	462.5	A116_AF183575
3532	denovo5056	77.65	12	14	31	255	462.5	A12_EU792883
3533	denovo116	76.47	16	11	33	255	462.5	A112_AF184949
3534	denovo3294	75.29	17	9	37	255	462.5	A113_AF184948
3535	denovo3628	75.29	17	9	37	255	462.5	A113_AF184948
3536	denovo2251	74.61	15	10	40	256	462.5	A136_DQ865210
3537	denovo2269	78.21	11	13	32	257	462.5	A4.3_FN429763
3538	denovo3991	78.21	11	13	32	257	462.5	A4.3_FN429763
3539	denovo2097	74.3	13	10	50	284	462.5	F110_AJ291526
3540	denovo141	71.48	17	12	52	284	462.5	F4.8a_AM748589
3541	denovo5093	75.51	12	11	49	294	462.5	F1_JN558066
3542	denovo747	74.83	12	9	53	294	462.5	F5.1a_AM748591;F5.1_AM748592;F5.1b_AJ291535
3543	denovo1134	73.13	13	13	53	294	462.5	F5.1b_AJ291535
3544	denovo5120	72.79	14	13	53	294	462.5	F5.1a_AM748591;F5.1b_AJ291535
3545	denovo542	72.79	14	13	53	294	462.5	F5.1a_AM748591;F5.1b_AJ291535
3546	denovo1741	73.13	12	12	55	294	462.5	F5.1d_JN558069
3547	denovo3539	73.13	12	12	55	294	462.5	F5.1d_JN558069
3548	denovo3820	72.79	11	9	60	294	462.5	F5.1_AM748592;F5.1b_AJ291535
3549	denovo4467	72.79	9	11	60	294	462.5	F5.1b_AJ291535
3550	denovo1796	72.11	10	10	62	294	462.5	F5.1a_AM748591
3551	denovo3820	71.43	11	9	64	294	462.5	F5.1d_JN558069
3552	denovo5259	73.22	19	10	50	295	462.5	F3.4b_AM748616
3553	denovo2108	77.26	13	9	46	299	462.5	F3.2a_AM748568
3554	denovo5264	73.36	14	12	55	304	462.5	F3.1_AM748565;F114_AJ291525
3555	denovo1371	80.07	13	12	36	306	462.5	I2_FN561560
3556	denovo1338	78.76	13	12	40	306	462.5	I4_FN561562;I3_FN561561
3557	denovo1338	77.45	13	12	44	306	462.5	I1_FN561559
3558	denovo2269	77.12	12	11	47	306	462.5	I1_FN561559
3559	denovo1701	74.51	19	12	47	306	462.5	I1_FN561559
3560	denovo348	74.18	11	14	54	306	462.5	I1_FN561559
3561	denovo5507	73.53	12	13	56	306	462.5	I1_FN561559
3562	denovo4093	73.53	11	14	56	306	462.5	I1_FN561559
3563	denovo1794	73.53	11	9	61	306	462.5	I3_FN561561
3564	denovo580	73.12	14	7	54	279	463	F4.4b_AM748584
3565	denovo912	75.8	14	9	45	281	463	F4.1_AM748572
3566	denovo2901	74.73	18	6	47	281	463	F112_AJ291528;F4.1_AM748572
3567	denovo4378	72.6	17	11	49	281	463	F112_AJ291528;F4.1_AM748572
3568	denovo1077	73.67	12	10	52	281	463	F111_AJ311949
3569	denovo2968	77.46	13	12	39	284	463	F4.8b_AM748590
3570	denovo4784	76.76	13	12	41	284	463	F110_AJ291526
3571	denovo4383	76.06	13	12	43	284	463	F110_AJ291526
3572	denovo1765	75	13	10	48	284	463	F110_AJ291526
3573	denovo5338	75	13	10	48	284	463	F110_AJ291526
3574	denovo1160	76.19	11	14	45	294	463	F102_AJ291534
3575	denovo5610	74.83	12	9	53	294	463	F5.1a_AM748591;F5.1_AM748592;F5.1b_AJ291535
3576	denovo1356	74.25	13	16	48	299	463	F3.2a_AM748568
3577	denovo3398	74.25	13	16	48	299	463	F3.2a_AM748568
3578	denovo64	74.25	13	16	48	299	463	F3.2a_AM748568
3579	denovo5451	75.59	11	12	50	299	463	F3.2a_AM748568
3580	denovo3950	76.32	11	8	53	304	463	F3.1_AM748565;F114_AJ291525
3581	denovo5512	76.32	11	8	53	304	463	F3.1_AM748565;F114_AJ291525
3582	denovo2650	72.04	13	11	61	304	463	F3.1_AM748565;F114_AJ291525
3583	denovo1333	76.47	13	14	45	306	463	I1_FN561559
3584	denovo1321	76.14	12	13	48	306	463	I3_FN561561
3585	denovo805	76	13	13	34	250	463.5	A11_EU449041
3586	denovo3669	73.31	13	7	47	251	463.5	A154_EU074860
3587	denovo2378	76.86	14	12	33	255	463.5	A112_AF184949
3588	denovo2625	75.29	12	10	41	255	463.5	A113_AF184948
3589	denovo4632	71.37	18	9	46	255	463.5	A113_AF184948
3590	denovo4970	77.73	12	9	36	256	463.5	A114_AF184941;A134_DQ174723
3591	denovo292	77.11	12	11	42	284	463.5	F110_AJ291526
3592	denovo2597	73.17	12	8	57	287	463.5	E108_EU074912
3593	denovo5333	73.17	12	8	57	287	463.5	E108_EU074912
3594	denovo368	77.55	10	15	41	294	463.5	F5.1_AM748592
3595	denovo368	76.19	11	14	45	294	463.5	F5.1a_AM748591
3596	denovo2817	74.15	15	11	50	294	463.5	F5.1a_AM748591;F5.1b_AJ291535
3597	denovo2371	71.77	11	9	63	294	463.5	F5.1_AM748592
3598	denovo2007	77.93	11	13	42	299	463.5	F3.2_AM748567
3599	denovo4611	77.93	11	13	42	299	463.5	F3.2_AM748567
3600	denovo2409	72.91	12	11	58	299	463.5	F3.2a_AM748568
3601	denovo5337	79.41	15	16	32	306	463.5	I2_FN561560
3602	denovo3285	81.7	11	11	34	306	463.5	I3_FN561561
3603	denovo174	74.18	11	13	55	306	463.5	I1_FN561559
3604	denovo3221	74.18	11	13	55	306	463.5	I1_FN561559
3605	denovo3653	74.18	11	13	55	306	463.5	I1_FN561559
3606	denovo3920	74.18	11	13	55	306	463.5	I1_FN561559
3607	denovo408	74.18	11	13	55	306	463.5	I1_FN561559
3608	denovo5087	74.18	11	13	55	306	463.5	I1_FN561559
3609	denovo5447	74.18	11	13	55	306	463.5	I1_FN561559
3610	denovo725	73.86	13	8	59	306	463.5	I1_FN561559
3611	denovo2938	72.8	15	12	41	250	464	A11_EU449041
3612	denovo2227	72.11	13	9	48	251	464	A150_EU074928;A116_AF183575
3613	denovo2738	76.47	15	14	31	255	464	A112_AF184949
3614	denovo3175	77.25	13	11	34	255	464	A113_AF184948
3615	denovo2728	77.46	14	11	39	284	464	B23_EU449079
3616	denovo5433	77.46	14	11	39	284	464	B23_EU449079
3617	denovo992	77.46	13	12	39	284	464	F110_AJ291526
3618	denovo775	76.06	11	13	44	284	464	F110_AJ291526
3619	denovo841	75.7	12	11	46	284	464	F4.8a_AM748589
3620	denovo621	75	12	10	49	284	464	F110_AJ291526
3621	denovo1628	74.3	12	11	50	284	464	F4.8a_AM748589
3622	denovo2581	73.24	14	11	51	284	464	F110_AJ291526
3623	denovo4038	73.24	14	11	51	284	464	F110_AJ291526
3624	denovo5244	76.19	11	13	46	294	464	F102_AJ291534
3625	denovo2938	73.47	15	15	48	294	464	F5.2e_AJ291533
3626	denovo1984	75.17	12	11	50	294	464	F1_JN558066
3627	denovo2913	75.17	12	11	50	294	464	F1_JN558066
3628	denovo5595	73.13	10	11	58	294	464	F5.1b_AJ291535
3629	denovo1515	70.75	12	7	67	294	464	F5.1d_JN558069
3630	denovo4907	74.58	19	10	46	295	464	F3.4b_AM748616
3631	denovo1814	77.59	13	14	40	299	464	F3.2a_AM748568
3632	denovo2270	77.26	12	11	45	299	464	F3.2_AM748567
3633	denovo609	76.25	13	13	45	299	464	F3.2a_AM748568
3634	denovo4101	77.26	13	9	46	299	464	F3.2a_AM748568
3635	denovo2270	74.92	11	15	49	299	464	F3.2a_AM748568
3636	denovo2093	75.59	10	12	51	299	464	F3.2a_AM748568
3637	denovo1066	77.12	14	12	44	306	464	I4_FN561562
3638	denovo1149	76.8	11	10	50	306	464	I4_FN561562
3639	denovo1149	76.14	10	11	52	306	464	I3_FN561561
3640	denovo4089	75.82	9	11	54	306	464	I3_FN561561
3641	denovo4778	75.3	11	9	42	251	464.5	A149_EU074929;A155_EU074856
3642	denovo5009	76.47	13	10	37	255	464.5	A107_AB207199
3643	denovo3742	75.78	16	11	35	256	464.5	A136_DQ865210
3644	denovo4979	71.79	10	7	62	280	464.5	F4.2a_AM748575;F4.2b_AM748576
3645	denovo2306	75.35	14	12	44	284	464.5	F4.8b_AM748590
3646	denovo129	73.59	11	13	51	284	464.5	F110_AJ291526
3647	denovo2848	73.59	11	13	51	284	464.5	F110_AJ291526
3648	denovo5084	73.59	11	13	51	284	464.5	F110_AJ291526
3649	denovo1463	72.18	15	12	52	284	464.5	F110_AJ291526
3650	denovo3688	74.83	13	12	49	294	464.5	F5.1a_AM748591;F5.1_AM748592
3651	denovo2735	74.49	12	9	54	294	464.5	F5.1a_AM748591
3652	denovo5270	75.59	13	12	48	299	464.5	F3.2_AM748567
3653	denovo1513	74.25	14	10	53	299	464.5	F3.2_AM748567
3654	denovo2082	79.08	11	16	37	306	464.5	I3_FN561561
3655	denovo3363	79.08	11	16	37	306	464.5	I3_FN561561
3656	denovo4304	79.08	11	16	37	306	464.5	I3_FN561561
3657	denovo4398	79.08	11	16	37	306	464.5	I3_FN561561
3658	denovo5064	73.86	13	13	54	306	464.5	I1_FN561559
3659	denovo1798	74.18	11	12	56	306	464.5	I2_FN561560
3660	denovo5064	74.18	11	12	56	306	464.5	I2_FN561560
3661	denovo2957	74.4	18	8	38	250	465	A11_EU449041
3662	denovo4076	77.82	13	11	39	284	465	F110_AJ291526
3663	denovo490	75.35	12	15	43	284	465	F110_AJ291526
3664	denovo4072	75	13	14	44	284	465	F110_AJ291526
3665	denovo1849	74.3	15	10	48	284	465	F110_AJ291526
3666	denovo1621	75.35	11	11	48	284	465	F110_AJ291526
3667	denovo5402	75.35	11	11	48	284	465	F110_AJ291526
3668	denovo2919	74.65	12	12	48	284	465	F110_AJ291526
3669	denovo2976	74.65	11	12	49	284	465	F109_AJ291527
3670	denovo645	74.65	11	12	49	284	465	F109_AJ291527
3671	denovo4629	74.49	14	12	49	294	465	F5.1_AM748592
3672	denovo4076	75.51	11	11	50	294	465	F5.1d_JN558069
3673	denovo1097	80.27	12	12	35	299	465	F3.2_AM748567
3674	denovo476	77.93	13	11	42	299	465	F3.2_AM748567
3675	denovo4125	77.59	12	13	42	299	465	F3.2a_AM748568
3676	denovo2696	73.91	15	15	48	299	465	F3.2a_AM748568
3677	denovo4610	73.24	14	13	53	299	465	F3.2_AM748567
3678	denovo2505	73.91	13	10	55	299	465	F3.2a_AM748568
3679	denovo3254	72.58	15	11	56	299	465	F3.2_AM748567
3680	denovo4635	74.84	16	12	49	306	465	I1_FN561559
3681	denovo1762	75.82	9	11	54	306	465	I3_FN561561
3682	denovo2144	75.82	9	11	54	306	465	I3_FN561561
3683	denovo3528	75.82	9	11	54	306	465	I3_FN561561
3684	denovo3790	75.82	9	11	54	306	465	I3_FN561561
3685	denovo4830	75.82	9	11	54	306	465	I3_FN561561
3686	denovo4552	78.09	17	9	29	251	465.5	A150_EU074928
3687	denovo3714	75.3	14	9	39	251	465.5	A154_EU074860
3688	denovo982	75.4	11	8	43	252	465.5	A121_DQ174722
3689	denovo2762	74.12	16	11	39	255	465.5	A112_AF184949
